iter	Logloss
0	0.6648439856
1	0.638929163
2	0.6178733068
3	0.5939450149
4	0.5742131988
5	0.5561567876
6	0.5343682515
7	0.5176321937
8	0.497162182
9	0.4768777107
10	0.4577201103
11	0.4394725295
12	0.4225219919
13	0.4081737977
14	0.3929602775
15	0.3776028009
16	0.3674772676
17	0.3578390249
18	0.3475765701
19	0.3380638733
20	0.3248726959
21	0.3154839328
22	0.3047680265
23	0.2927234355
24	0.2840363207
25	0.2771053932
26	0.2662595013
27	0.2564182634
28	0.2468279633
29	0.2378184855
30	0.2295893661
31	0.2230763242
32	0.214923708
33	0.2070291131
34	0.2002643766
35	0.194145223
36	0.1885617578
37	0.183953817
38	0.1770208396
39	0.1709833448
40	0.1655505308
41	0.1599292631
42	0.1549028448
43	0.1493352606
44	0.1448820193
45	0.1403246035
46	0.1359926815
47	0.1316029677
48	0.1274242543
49	0.1235299983
50	0.1197743258
51	0.116609338
52	0.1131847562
53	0.1097850438
54	0.1067074307
55	0.1034129342
56	0.100549901
57	0.09759079967
58	0.09479798039
59	0.09218357147
60	0.08992190654
61	0.08747308361
62	0.08497749769
63	0.08261006354
64	0.08036912034
65	0.07815687571
66	0.0765754308
67	0.07449982187
68	0.07259639872
69	0.07071330054
70	0.06884640507
71	0.06686888515
72	0.06516837749
73	0.06352843671
74	0.06184647931
75	0.060374483
76	0.0591760633
77	0.05777813245
78	0.05636078658
79	0.05492423724
80	0.05363820388
81	0.05248606308
82	0.05126653462
83	0.05012754378
84	0.04894979086
85	0.04820613288
86	0.04717170498
87	0.04622093305
88	0.0451661146
89	0.04422761457
90	0.04323143055
91	0.04229484526
92	0.04142006681
93	0.04055861588
94	0.03971013881
95	0.03888648032
96	0.03807970198
97	0.03742081052
98	0.03664369388
99	0.03585926455
100	0.03519164231
101	0.03479190948
102	0.03404547557
103	0.03352379858
104	0.0328951269
105	0.03236032035
106	0.03179568577
107	0.03139004979
108	0.0307267634
109	0.03014293007
110	0.02968378581
111	0.02912052709
112	0.02857282407
113	0.02827469596
114	0.02775737137
115	0.02728524202
116	0.02684006401
117	0.02637716031
118	0.02589203493
119	0.02549875625
120	0.0250594353
121	0.02476547376
122	0.02433515984
123	0.02388454636
124	0.02360143833
125	0.02323764644
126	0.02284238507
127	0.02251498407
128	0.02214508488
129	0.02181868069
130	0.0214705807
131	0.02115767862
132	0.02083243225
133	0.02050510274
134	0.02017191972
135	0.019840673
136	0.01955217972
137	0.01920434356
138	0.01893750236
139	0.01868347164
140	0.01842833068
141	0.018155581
142	0.01789953452
143	0.0176507301
144	0.0173944195
145	0.0171462166
146	0.01692069714
147	0.01667636241
148	0.01651927027
149	0.01630051192
150	0.01607036916
151	0.0158737598
152	0.0156277526
153	0.01540387578
154	0.01523400564
155	0.01509655246
156	0.01494711601
157	0.01477350592
158	0.01457013783
159	0.01444639445
160	0.01425360865
161	0.01405915068
162	0.01391969738
163	0.0137665254
164	0.01361361785
165	0.01346778633
166	0.01329902084
167	0.01316147105
168	0.01301236667
169	0.01287245898
170	0.01275370821
171	0.01262014713
172	0.01247584864
173	0.01232708608
174	0.01218633876
175	0.01204595779
176	0.01192714556
177	0.0117903713
178	0.01163986565
179	0.01150380575
180	0.01140237002
181	0.01127564538
182	0.01114767989
183	0.01102861005
184	0.01093663011
185	0.01081787402
186	0.01070267974
187	0.01060379482
188	0.01049239987
189	0.01041615142
190	0.01030640738
191	0.01019474122
192	0.01009768092
193	0.01000415821
194	0.009900031037
195	0.009798243734
196	0.009679866989
197	0.009583574836
198	0.009482578126
199	0.009404620273
